,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Expected Price ($1k),Year
904,0,1,33,0,41,30.0,2018
906,1,1,208,69900,11,33.89,2013
907,1,1,239,0,43,33.0,2020
909,0,2,17,0,18,40.9,2020
912,1,1,238,0,49,20.0,2017
913,0,2,16,0,37,18.86,2016
914,1,1,238,0,41,90.0,2018
916,1,1,259,0,44,31.5,2020
917,0,2,25,0,32,34.5,2019
919,1,0,0,0,17,42.8,2021
920,0,1,33,0,21,30.2,2017
922,1,1,200,0,45,70.0,2016
923,0,1,33,0,27,30.0,2018
924,0,2,29,0,19,20.004,2018
926,0,1,32,0,41,37.413,2020
927,0,2,13,0,48,68.0,2019
928,0,1,97,0,14,27.0,2017
929,0,1,32,0,6,37.413,2020
930,1,1,84,0,11,27.0,2016
931,1,0,0,0,18,73.0,2021
932,0,2,17,0,48,38.0,2019
933,1,1,291,0,23,72.0,2020
934,0,2,19,0,10,14.5,2013
936,1,1,330,0,8,105.0,2020
938,1,1,239,0,19,33.0,2020
939,1,1,208,69900,16,33.89,2013
942,0,1,97,0,35,27.0,2017
945,0,1,53,0,45,21.998,2018
948,1,1,208,69900,40,33.89,2013
949,1,1,259,0,21,31.5,2020
950,0,2,17,0,45,43.0,2021
951,0,2,21,0,1,51.57,2021
952,1,0,0,0,6,64.0,2022
953,0,1,53,0,22,20.004,2017
954,1,0,0,0,36,64.0,2022
958,1,0,0,0,22,78.0,2022
959,1,1,203,0,46,98.4,2021
960,0,1,53,0,1,20.004,2017
961,1,1,239,0,13,33.0,2020
962,1,1,220,0,18,57.0,2019
963,0,2,25,0,17,28.0,2017
964,0,1,42,0,37,54.0,2021
967,1,1,322,0,5,50.0,2020
968,0,1,38,0,24,18.5,2015
969,1,1,308,0,26,50.0,2020
970,0,1,53,0,6,20.004,2017
971,1,1,293,0,5,102.0,2020
972,1,1,322,0,27,50.0,2020
974,0,2,21,0,7,19.0,2018
975,1,0,0,0,2,27.4,2022
977,0,1,30,0,12,63.4,2022
978,1,0,0,0,31,39.9,2021
980,1,1,210,0,43,60.0,2017
982,0,2,19,64950,34,46.0,2018
984,1,1,68,0,18,11.75,2015
987,1,1,291,0,12,72.0,2020
988,1,0,0,0,46,36.5,2021
989,0,2,19,0,47,17.0,2014
990,1,1,84,0,46,25.0,2015
991,1,1,249,0,45,69.0,2018
992,0,2,20,0,48,46.5,2020
993,1,1,238,0,22,90.0,2018
996,1,0,0,0,41,48.9,2021
998,0,2,20,0,24,21.0,2017
1001,0,2,6,0,28,18.0,2012
1003,1,1,200,0,48,65.0,2017
1004,1,1,81,0,37,16.0,2014
1006,1,1,84,0,16,19.0,2014
1009,1,0,0,0,26,51.573,2021
1010,1,0,0,0,23,33.5,2022
1012,0,2,25,0,34,30.0,2018
1013,1,1,215,0,12,69.0,2018
1015,0,2,19,0,31,18.5,2015
1017,1,1,266,0,18,50.0,2020
1018,1,1,322,0,21,50.0,2020
1021,1,1,73,0,8,17.0,2012
1023,1,1,87,0,41,10.042,2015
1024,1,1,150,0,31,35.0,2019
1025,0,2,6,0,25,18.0,2012
1026,1,1,249,0,37,69.0,2018
1027,0,2,25,0,19,40.0,2021
1028,1,1,84,0,36,12.0,2017
1030,0,2,26,0,48,24.0,2020
1031,1,1,215,0,41,40.0,2020
1032,1,1,215,0,6,69.0,2018
1033,1,0,0,0,29,73.0,2021
1038,1,1,73,0,34,17.0,2012
1039,0,2,19,0,26,20.0,2016
1041,1,1,73,0,2,15.0,2011
1042,0,2,14,0,5,38.0,2016
1044,1,1,84,0,32,25.0,2015
1045,0,2,19,0,29,19.0,2016
1046,1,1,58,0,5,5.499,2014
1050,1,1,75,0,13,18.0,2013
1051,0,2,19,0,8,15.0,2014
1052,1,1,76,0,45,15.6,2015
1053,1,1,238,0,6,41.78,2019
1054,1,1,259,0,11,31.5,2020
1055,0,2,25,0,14,30.0,2018
1057,1,0,0,0,36,142.0,2021
1058,1,1,291,0,6,72.0,2020
1060,0,2,17,0,26,117.4,2019
1061,0,1,32,0,11,37.413,2020
1063,0,2,16,0,45,25.0,2017
1064,1,1,84,0,10,27.0,2016
1065,1,0,0,0,2,78.0,2022
1067,1,1,84,0,23,27.0,2016
1068,1,1,111,33950,39,16.251,2018
1069,1,1,289,0,45,85.0,2019
1071,1,1,239,0,1,33.0,2020
1072,0,2,25,0,13,28.0,2017
1073,0,2,27,34600,24,16.365,2016
1074,0,2,27,34600,2,16.365,2016
1075,0,1,32,0,30,29.49,2022
1076,0,2,6,0,48,13.3,2013
1082,1,1,238,0,45,90.0,2018
1083,1,0,0,0,49,73.0,2021
1084,1,1,210,0,23,65.0,2016
1085,1,0,0,0,23,48.9,2021
1087,0,2,26,0,43,24.0,2020
1088,0,2,20,0,43,50.0,2021
1089,0,2,19,0,26,19.0,2016
1093,0,2,25,0,36,28.0,2017
1095,1,0,0,0,46,96.0,2022
1096,0,1,32,0,48,37.413,2020
1097,1,0,0,0,5,43.0,2021
1099,0,1,38,0,15,33.9,2013
1100,1,1,200,0,49,70.0,2016
1102,1,1,210,0,40,60.0,2017
1103,1,1,204,0,26,59.979,2019
1104,0,2,6,0,32,13.3,2013
1105,1,0,0,0,23,29.998,2017
1106,1,0,0,0,35,64.0,2022
1107,0,2,26,28500,43,22.0,2019
1108,1,1,238,0,35,20.0,2017
1110,0,2,26,0,1,21.3,2018
1111,0,1,72,0,45,16.0,2014
1112,1,0,0,0,32,39.9,2021
1113,1,1,291,0,34,72.0,2020
1114,1,1,259,0,5,31.5,2020
1115,1,1,208,69900,33,33.89,2013
1116,1,1,124,0,49,26.0,2017
1117,1,1,208,69900,46,30.0,2014
1118,1,0,0,0,34,24.69,2022
1119,0,2,21,0,14,18.058,2017
1121,0,2,25,0,40,40.0,2020
1122,1,1,238,0,36,41.78,2019
1123,0,1,38,0,44,16.0,2014
1124,0,2,29,0,26,21.53,2019
1126,1,1,151,0,2,21.0,2018
1127,1,1,220,0,49,57.0,2019
1130,0,2,26,0,40,24.69,2022
1135,1,1,220,0,26,57.0,2019
1136,1,1,150,0,40,35.0,2019
1138,1,0,0,0,40,42.8,2021
1139,1,1,73,0,1,17.0,2012
1140,1,1,239,0,40,33.0,2020
1142,1,1,220,98950,28,124.9,2008
1143,1,0,0,0,9,43.0,2021
1145,1,1,238,0,18,90.0,2018
1147,0,1,33,0,36,30.2,2017
1148,0,2,19,0,47,20.0,2013
1149,1,0,0,0,10,43.0,2021
1151,1,1,293,0,34,102.0,2020
1155,0,1,33,0,1,30.0,2018
1157,1,1,200,0,17,70.0,2016
1158,1,0,0,0,44,64.0,2021
1159,1,1,249,0,26,69.0,2018
1162,0,2,10,0,49,34.5,2019
1163,1,1,84,0,49,27.0,2016
1167,1,1,266,0,45,50.0,2020
1170,0,1,33,0,5,30.2,2017
1171,1,1,293,0,45,102.0,2020
1172,1,1,289,0,23,102.0,2020
1173,0,2,25,0,4,40.0,2021
1174,1,1,239,0,31,33.0,2020
1175,1,0,0,0,21,20.6,2022
1176,1,1,265,59900,43,33.8,2012
1177,0,2,20,0,39,21.0,2017
1180,1,1,203,0,46,119.8,2020
1181,0,1,126,0,48,32.1,2019
1183,1,1,245,110950,5,26.427,2010
1186,1,1,75,0,17,18.0,2013
1194,0,2,29,0,35,23.25,2020
1196,1,1,259,0,37,31.5,2020
1198,1,0,0,0,16,43.0,2021
1203,1,0,0,0,11,64.0,2021
1204,1,0,0,0,21,64.0,2022
1207,1,0,0,0,18,24.69,2022
1208,0,1,38,0,32,16.0,2014
1210,1,1,83,0,5,13.115,2016
1211,0,2,6,0,17,18.0,2012
1212,1,1,210,0,30,65.0,2016
1214,1,1,208,0,27,62.0,2015
1215,1,1,208,69900,37,30.0,2014
1216,1,1,210,0,47,65.0,2016
1217,0,2,22,0,34,25.0,2018
1219,1,1,215,0,11,69.0,2018
1221,1,1,210,0,18,60.0,2017
1222,1,1,150,0,22,35.0,2019
1225,1,0,0,0,36,29.998,2017
1226,0,2,20,0,45,50.0,2021
1227,1,1,93,31950,44,20.0,2016
1228,1,1,73,0,18,17.0,2012
1230,0,2,19,0,35,17.0,2014
1231,1,1,200,0,11,70.0,2016
1232,1,1,73,0,18,15.0,2011
1233,0,2,25,0,31,30.0,2018
1235,1,1,220,0,23,57.0,2019
1236,0,2,22,0,10,25.0,2018
1237,1,1,150,0,34,35.0,2019
1238,0,2,19,0,10,20.0,2016
1240,0,2,13,0,34,30.152,2016
1243,1,1,75,0,44,18.0,2013
1245,0,1,53,0,5,18.374,2016
1249,0,2,17,52900,11,37.0,2018
1250,1,1,259,0,4,31.5,2020
1252,0,1,32,0,11,36.6,2021
1256,0,2,26,28500,25,22.0,2019
1258,1,0,0,0,37,24.69,2022
1259,1,0,0,0,37,73.0,2021
1260,0,1,47,0,46,28.1,2019
1264,1,0,0,0,48,24.69,2021
1267,0,2,21,0,9,19.0,2018
1268,0,2,16,0,46,25.0,2017
1270,1,1,289,0,5,85.0,2019
1271,1,0,0,0,9,64.0,2022
1272,0,2,19,0,31,20.0,2013
1274,1,1,150,0,12,35.0,2019
1275,1,0,0,0,18,78.0,2022
1276,1,0,0,0,37,27.4,2022
1277,0,2,25,0,31,28.0,2017
1278,1,1,73,0,45,17.0,2012
1280,1,0,0,0,40,36.5,2021
1282,1,1,234,0,46,69.2,2020
1284,0,2,25,0,2,40.0,2021
1285,1,1,220,0,30,57.0,2019
1288,0,2,25,0,43,30.0,2018
1289,1,0,0,0,22,142.0,2021
1290,1,0,0,0,43,39.9,2021
1291,0,2,27,34600,41,16.365,2016
1292,1,1,204,0,43,59.979,2019
1294,1,0,0,0,36,39.9,2021
1295,1,1,238,0,43,90.0,2018
1297,1,1,210,0,18,65.0,2016
1299,1,1,322,0,17,50.0,2020
1300,0,2,21,0,25,18.058,2017
1301,1,0,0,0,39,64.0,2021
1302,1,1,73,0,5,15.0,2011
1303,0,2,19,0,1,14.5,2013
1304,1,1,238,0,10,90.0,2018
1305,1,1,289,0,19,102.0,2020
1306,0,2,19,0,31,20.0,2016
1308,1,1,149,0,36,40.0,2020
1309,1,0,0,0,24,64.0,2021
1310,1,0,0,0,17,78.0,2022
1311,1,1,200,0,1,65.0,2017
1314,1,1,233,0,17,58.6,2021
1316,0,1,53,0,18,20.004,2017
1318,1,1,289,0,41,85.0,2019
1320,1,1,200,0,47,65.0,2017
1324,0,2,25,0,41,34.5,2019
1326,1,1,200,0,12,70.0,2016
1327,0,2,14,0,26,38.0,2016
1329,1,1,210,0,32,60.0,2017
1330,1,1,73,0,46,17.0,2012
1333,0,2,19,0,41,106.0,2021
1335,1,1,87,0,43,7.0,2013
1336,1,1,322,0,30,50.0,2020
1339,1,0,0,0,6,24.69,2022
1341,1,1,208,0,26,62.0,2015
1342,1,1,84,0,44,19.0,2016
1343,1,1,291,0,27,72.0,2020
1344,1,1,322,0,43,50.0,2020
1346,1,1,238,0,12,90.0,2018
1347,1,1,200,0,6,70.0,2016
1349,0,2,19,0,46,19.0,2016
1350,0,2,14,44100,26,28.0,2017
1351,0,2,14,0,45,46.745,2017
1352,1,1,84,0,38,25.0,2015
1353,1,1,84,0,48,27.0,2016
1355,1,1,291,0,32,72.0,2020
1356,0,2,6,0,38,16.557,2015
1357,0,2,25,0,32,30.0,2018
1359,0,2,25,0,45,28.0,2017
1360,1,1,81,0,5,27.0,2017
1363,0,1,38,0,25,18.5,2015
1364,1,1,208,69900,36,33.89,2013
1365,0,2,14,0,25,38.0,2016
1366,1,1,259,0,41,31.5,2020
1368,1,1,238,0,1,90.0,2018
1369,1,1,289,0,1,102.0,2020
1370,0,2,22,0,16,20.9,2019
1371,1,1,83,0,43,13.115,2016
1372,0,1,72,0,36,18.0,2015
1374,1,1,208,69900,17,30.0,2014
1375,0,1,33,0,30,30.2,2017
1377,0,1,33,0,45,30.0,2018
1378,1,1,84,0,1,25.0,2015
1381,0,1,53,0,39,20.004,2017
1383,1,0,0,0,48,31.67,2021
1385,1,1,93,31950,17,20.0,2016
1386,1,1,220,0,44,57.0,2019
1387,1,0,0,0,42,39.9,2021
1388,0,1,38,0,24,16.0,2014
1392,1,1,107,0,11,19.0,2017
1393,0,1,42,0,48,54.0,2021
1395,1,0,0,0,36,24.69,2021
1396,0,2,17,34995,33,26.22,2019
1398,0,1,53,0,43,21.998,2018
1403,0,2,19,0,43,18.5,2015
1404,1,0,0,0,36,67.07,2021
1408,1,1,215,0,40,40.0,2020
1412,1,1,208,69900,48,33.89,2013
1414,1,1,107,0,24,19.0,2017
1419,1,1,75,0,18,18.0,2013
1420,0,2,6,0,36,13.3,2013
1421,1,1,293,0,41,102.0,2020
1422,0,1,72,0,46,16.0,2014
1425,0,1,32,0,22,37.413,2020
1426,0,1,53,0,39,21.998,2018
1430,1,1,75,0,25,18.0,2013
1431,0,2,25,0,37,28.0,2017
1432,1,0,0,0,33,64.0,2021
1433,1,1,107,0,20,19.0,2017
1435,1,1,239,38500,12,22.3,2019
1436,0,2,21,0,18,18.058,2017
1437,1,1,210,0,46,60.0,2017
1438,1,1,204,0,7,59.979,2019
1440,1,0,0,0,13,73.0,2021
1441,1,1,308,0,49,50.0,2020
1442,1,0,0,0,8,64.0,2022
1445,0,1,72,0,28,16.0,2014
1446,1,1,293,0,48,102.0,2020
1449,1,1,84,0,38,12.0,2017
1451,0,2,16,0,26,18.86,2016
1456,0,1,32,0,42,29.49,2022
1458,1,1,259,0,27,31.5,2020
1460,1,1,215,0,13,69.0,2018
1462,1,1,210,0,15,60.0,2017
1471,1,1,210,0,5,60.0,2017
1478,0,1,42,0,36,54.0,2021
1479,1,1,210,0,45,60.0,2017
1480,0,2,17,0,18,43.0,2021
1481,1,1,249,0,20,69.0,2018
1482,1,0,0,0,2,29.998,2017
1485,0,1,53,0,41,20.004,2017
1487,1,1,114,0,22,25.004,2018
1488,1,0,0,0,25,24.69,2022
1489,1,0,0,0,34,36.5,2021
1490,1,1,93,31950,38,20.0,2016
1491,1,1,149,0,2,40.0,2020
1492,1,1,238,0,46,20.0,2017
1493,1,0,0,0,26,73.0,2021
1495,1,0,0,0,30,64.0,2021
1496,1,1,210,0,42,65.0,2016
1497,0,1,97,0,45,27.0,2017
1498,1,1,220,0,47,57.0,2019
1499,1,0,0,0,9,36.5,2021
1500,1,1,84,0,36,27.0,2016
1501,0,1,42,0,6,54.0,2021
1502,1,1,84,0,26,25.0,2015
1505,1,1,210,0,39,60.0,2017
1506,1,1,308,0,37,50.0,2020
1507,1,0,0,0,1,64.0,2022
1508,1,0,0,0,30,29.998,2017
1509,1,1,93,32250,11,15.2,2017
1510,0,2,14,45600,23,34.0,2018
1511,1,1,238,0,30,20.0,2017
1512,0,2,25,0,44,28.0,2017
1514,1,1,322,0,10,50.0,2020
1515,1,1,270,0,43,82.5,2019
1517,1,1,83,0,29,13.115,2016
1520,1,0,0,0,28,36.5,2021
1525,0,2,25,0,27,28.0,2017
1527,0,2,25,0,10,40.0,2020
1528,1,1,215,0,45,40.0,2020
1530,0,2,14,0,48,36.98,2017
1532,0,1,38,0,48,18.5,2015
1533,1,1,218,0,45,65.9,2021
1534,1,1,239,0,48,33.0,2020
1537,0,1,47,0,23,24.283,2018
1538,0,2,25,0,33,30.0,2018
1539,1,1,87,0,44,10.042,2015
1540,1,1,107,0,29,19.0,2017
1541,1,1,266,0,34,50.0,2020
1542,0,1,72,0,24,18.0,2015
1544,0,2,25,0,1,40.0,2020
1545,1,1,308,0,44,50.0,2020
1547,0,1,38,0,37,16.0,2014
1549,0,2,25,0,45,40.0,2020
1551,1,0,0,0,31,78.0,2022
1553,0,2,17,0,48,45.0,2019
1554,1,1,322,0,4,50.0,2020
1557,1,0,0,0,17,64.0,2022
1558,0,1,97,0,46,27.0,2017
1559,0,2,13,0,41,42.0,2018
1563,1,1,75,0,32,18.0,2013
1565,0,2,13,0,43,30.152,2016
1566,1,0,0,0,7,73.0,2021
1567,1,1,322,0,26,50.0,2020
1568,1,1,289,0,18,102.0,2020
1572,1,1,73,0,45,15.0,2011
1577,0,2,25,0,23,28.0,2017
1578,0,2,6,0,32,16.5,2014
1580,1,1,75,0,10,18.0,2013
1583,1,1,308,0,11,50.0,2020
1584,1,0,0,0,35,29.998,2017
1585,0,2,22,0,30,37.0,2019
1587,0,2,26,28500,12,22.0,2019
1589,1,0,0,0,41,67.07,2021
1592,0,2,21,0,49,19.0,2018
1593,1,0,0,0,39,43.0,2021
1594,1,1,150,0,48,35.0,2019
1597,1,0,0,0,41,68.0,2022
1598,0,2,17,52900,41,20.5,2019
1599,1,1,83,0,35,13.115,2016
1600,1,1,84,0,31,25.0,2015
1601,0,1,72,0,24,16.0,2014
1602,1,0,0,0,47,27.4,2022
1603,1,1,210,0,8,60.0,2017
1606,1,1,107,0,40,19.0,2017
1607,0,1,53,0,34,20.004,2017
1611,1,1,68,0,40,5.499,2014
1612,1,1,322,0,24,50.0,2020
1614,1,1,208,69900,46,33.89,2013
1616,1,1,153,0,37,32.1,2019
1617,1,1,270,0,5,82.5,2019
1618,0,2,25,0,17,30.0,2018
1619,0,1,33,0,32,30.0,2018
1620,1,0,0,0,38,64.0,2021
1625,1,0,0,0,4,78.0,2022
1628,1,1,238,0,45,41.78,2019
1629,1,1,208,69900,37,33.89,2013
1630,0,2,20,0,43,46.5,2020
1632,1,1,76,0,34,6.9,2013
1636,1,1,258,0,18,24.0,2019
1637,1,1,81,0,41,27.0,2017
1638,0,1,42,0,35,54.0,2021
1640,0,2,14,54950,46,42.9,2018
1642,1,1,93,31950,46,20.0,2016
1643,0,1,72,0,34,16.0,2014
1644,0,1,33,0,33,30.0,2018
1646,1,1,258,0,20,27.0,2020
1648,1,0,0,0,44,33.5,2022
1649,1,0,0,0,38,73.0,2021
1650,0,2,25,0,17,40.0,2021
1652,1,1,75,0,24,18.0,2013
1656,1,1,107,0,47,19.0,2017
1658,1,1,210,0,1,65.0,2016
1659,0,2,10,0,45,34.5,2019
1661,1,1,84,0,36,19.0,2014
1663,0,1,72,0,37,18.0,2015
1664,1,0,0,0,41,35.9,2022
1665,1,1,200,0,11,65.0,2017
1667,1,1,208,69900,21,30.0,2014
1670,1,0,0,0,26,64.0,2021
1672,1,1,208,69900,27,30.0,2014
1673,0,1,53,0,36,18.374,2016
1674,1,0,0,0,48,29.998,2017
1676,0,2,19,0,10,20.0,2013
1677,1,1,210,0,17,65.0,2016
1678,1,1,234,0,44,69.2,2020
1679,1,0,0,0,41,39.9,2021
1680,0,1,31,0,41,37.3,2022
1681,0,2,13,0,45,68.0,2019
1682,0,2,29,0,13,21.53,2019
1683,1,1,87,0,46,7.0,2013
1684,1,0,0,0,22,64.0,2021
1685,1,1,151,0,12,21.0,2018
1686,1,1,200,0,45,65.0,2017
1688,0,2,25,0,26,30.0,2018
1689,0,2,21,0,6,18.058,2017
1690,1,1,238,0,45,22.857,2018
1691,1,1,330,0,10,105.0,2020
1692,0,2,21,0,8,18.058,2017
1694,0,2,20,0,43,21.0,2017
1695,1,1,107,0,42,19.0,2017
1696,0,2,25,0,39,40.0,2020
1697,0,2,16,53400,2,41.0,2019
1701,1,0,0,0,34,64.0,2022
1703,1,1,100,0,3,13.816,2017
1705,1,1,322,0,38,50.0,2020
1707,0,1,42,0,19,54.0,2021
1708,1,1,151,0,33,21.0,2018
1709,1,1,73,0,23,15.0,2011
1711,1,1,62,0,42,16.0,2014
1712,1,0,0,0,37,96.0,2022
1717,1,1,234,0,2,52.9,2019
1720,0,1,38,0,9,16.0,2014
1721,1,1,239,0,30,33.0,2020
1723,1,1,238,0,40,41.78,2019
1724,1,0,0,0,45,64.0,2022
1725,1,1,289,0,12,102.0,2020
1726,0,1,53,0,8,18.374,2016
1728,1,1,238,0,2,20.0,2017
1730,1,1,238,0,40,20.0,2017
1731,0,1,72,0,34,18.0,2015
1733,0,2,25,0,4,28.0,2017
1734,1,1,73,0,47,15.0,2011
1735,1,1,210,0,1,60.0,2017
1737,0,1,53,0,11,20.004,2017
1738,0,2,19,0,46,18.5,2015
1742,0,1,35,0,48,16.0,2012
1743,0,2,19,0,35,18.5,2015
1745,1,1,151,0,45,21.0,2018
1746,1,0,0,0,37,36.5,2021
1747,1,1,153,0,43,42.0,2020
1749,1,1,83,0,23,13.115,2016
1750,0,2,19,64950,6,46.0,2018
1755,1,1,149,0,27,40.0,2020
1756,0,2,17,0,39,43.0,2021
1757,1,1,208,69900,5,33.89,2013
1758,0,1,72,0,39,16.0,2014
1759,0,1,35,0,41,16.0,2012
1760,0,2,25,0,48,40.0,2021
1761,1,1,192,0,46,98.4,2021
1762,1,1,75,0,2,18.0,2013
1764,0,2,10,0,34,34.5,2019
1766,1,1,270,0,30,82.5,2019
1767,0,2,25,0,46,28.0,2017
1768,1,1,239,0,45,25.0,2019
1770,1,1,208,0,25,62.0,2015
1771,1,1,73,0,3,17.0,2012
1772,1,1,75,0,22,18.0,2013
1775,0,2,21,0,29,18.058,2017
1777,1,1,84,0,29,27.0,2016
1779,1,1,75,0,46,18.0,2013
1780,1,1,107,0,17,19.0,2017
1782,0,1,72,0,45,19.0,2016
1784,1,1,208,0,30,62.0,2015
1786,1,1,322,0,47,50.0,2020
1787,0,2,22,0,46,26.0,2020
1788,0,2,16,0,41,39.0,2018
1789,0,2,19,0,21,18.5,2015
1790,1,1,289,0,20,85.0,2019
1792,1,0,0,0,48,39.9,2021
1793,1,1,125,0,46,32.0,2017
1794,0,1,35,0,24,16.0,2012
1795,0,1,30,0,21,63.4,2022
1798,1,1,234,0,31,52.9,2019
1799,1,1,322,0,32,50.0,2020
1800,1,1,289,0,45,102.0,2020
1801,0,2,14,0,33,36.98,2017
1802,0,1,30,0,6,70.0,2021
1804,1,1,150,0,20,35.0,2019
1805,1,1,84,0,23,19.0,2014
1806,1,1,259,0,7,31.5,2020
1809,1,1,239,0,42,25.0,2019
1810,1,1,84,0,37,25.0,2015
1814,1,1,265,59900,37,33.8,2012
1815,0,2,29,0,39,23.1,2018
1817,1,0,0,0,25,64.0,2021
1818,1,0,0,0,41,36.5,2021
1819,1,1,220,0,12,57.0,2019
1823,1,0,0,0,40,69.9,2022
1825,1,1,220,0,21,57.0,2019
1826,0,2,14,54950,34,42.9,2018
1828,1,0,0,0,36,114.99,2022
1829,1,1,238,0,11,41.78,2019
1835,1,1,114,0,36,25.004,2018
1836,1,1,204,0,36,59.979,2019
1838,1,1,210,0,48,60.0,2017
1839,0,2,27,34600,44,16.365,2016
1840,1,0,0,0,21,42.8,2021
1846,1,1,84,0,11,19.0,2014
1848,1,1,215,0,26,40.0,2020
1849,1,0,0,0,37,65.9,2021
1850,1,1,238,0,43,22.857,2018
1852,1,0,0,0,5,33.5,2022
1854,1,0,0,0,46,31.67,2021
1856,1,0,0,0,33,73.0,2021
1858,0,1,38,0,45,16.0,2014
1859,1,1,125,0,45,32.0,2017
1861,1,1,200,0,28,70.0,2016
1863,1,0,0,0,35,64.0,2021
1864,0,2,8,0,22,43.0,2018
1865,0,2,26,0,41,21.3,2018
1873,1,1,291,0,18,72.0,2020
1874,0,2,29,0,44,20.004,2018
1877,1,1,73,0,38,17.0,2012
1878,0,2,13,0,26,68.0,2019
1879,1,0,0,0,48,60.2,2022
1880,1,1,259,0,8,31.5,2020
1882,0,2,19,0,30,17.0,2015
1883,1,1,322,0,37,50.0,2020
1885,1,1,239,0,36,33.0,2020
1888,0,1,38,0,23,16.0,2014
1889,0,1,35,0,19,16.0,2012
1890,0,1,30,0,48,63.4,2022
1892,0,1,47,0,32,24.283,2018
1893,0,1,32,0,36,37.413,2020
1894,0,1,42,0,18,55.9,2022
1895,0,2,20,0,1,21.0,2017
1896,0,1,53,0,45,20.004,2017
1897,0,2,19,0,42,17.0,2015
1900,0,1,42,0,46,54.0,2021
1901,0,1,53,0,37,18.374,2016
1907,1,1,238,0,11,90.0,2018
1908,0,2,16,0,48,18.86,2016
1911,0,1,53,0,28,21.998,2018
1912,1,1,210,0,21,65.0,2016
1914,0,2,25,0,47,40.0,2021
1916,1,1,210,0,41,65.0,2016
1919,1,1,210,0,34,65.0,2016
1920,1,0,0,0,2,39.9,2021
1921,1,0,0,0,49,39.9,2021
1923,1,0,0,0,25,43.0,2021
1927,1,1,259,0,10,31.5,2020
1928,0,2,20,0,44,46.5,2020
1930,0,1,30,0,46,70.0,2021
1933,1,1,322,0,44,50.0,2020
1935,1,1,270,0,10,82.5,2019
1938,1,1,125,0,36,22.2,2019
1941,1,1,73,0,28,17.0,2012
1943,1,1,238,0,23,20.0,2017
1944,1,1,208,0,36,62.0,2015
1945,0,2,25,0,6,40.0,2020
1951,1,1,208,69900,48,30.0,2014
1952,1,1,222,0,46,51.573,2021
1953,1,1,76,0,40,6.9,2013
1954,1,1,150,0,25,35.0,2019
1955,0,1,38,0,49,33.9,2013
1957,1,1,208,0,24,62.0,2015
1958,0,2,19,0,26,20.0,2013
1961,0,1,38,0,40,33.9,2013
1964,0,2,26,0,42,25.0,2019
1966,1,1,75,0,38,18.0,2013
1967,1,1,200,0,48,70.0,2016
1970,1,1,208,69900,43,33.89,2013
1973,1,0,0,0,40,24.69,2021
1978,1,0,0,0,24,36.5,2021
1980,1,1,259,0,9,31.5,2020
1982,0,2,26,0,37,25.0,2019
1983,1,1,215,0,16,69.0,2018
1985,1,1,308,0,10,50.0,2020
1986,1,1,75,0,45,18.0,2013
1988,1,1,266,0,44,50.0,2020
1989,1,1,222,0,5,51.573,2021
1994,1,1,259,0,39,31.5,2020
2000,0,1,38,0,14,16.0,2014
2001,0,1,38,0,38,33.9,2013
2003,1,0,0,0,40,142.0,2021
2004,1,1,75,0,39,18.0,2013
2005,1,1,192,0,1,98.4,2021
2009,1,1,239,0,41,25.0,2019
2010,1,0,0,0,46,60.2,2022
2011,1,1,81,0,17,18.0,2015
2012,1,1,293,0,30,102.0,2020
2013,0,1,38,0,13,18.5,2015
2014,1,1,330,0,23,105.0,2020
2017,0,1,47,0,10,24.283,2018
2018,1,1,93,31950,45,20.0,2016
2021,0,2,25,0,11,40.0,2020
2026,1,0,0,0,7,78.0,2022
2027,1,1,210,0,29,60.0,2017
2029,1,1,249,0,1,69.0,2018
2030,0,1,53,0,5,20.004,2017
2033,0,2,14,44100,43,28.0,2017
2035,1,1,81,0,41,18.0,2015
2040,0,1,35,0,30,16.0,2012
2042,0,2,25,0,20,28.0,2017
2045,0,1,72,0,46,18.0,2015
2049,0,2,27,0,34,16.5,2016
2050,1,1,150,0,35,35.0,2019
2051,1,1,125,0,45,22.2,2019
2054,1,1,151,0,34,21.0,2018
2055,0,1,42,0,21,54.0,2021
2057,1,0,0,0,41,42.8,2021
2059,0,2,19,0,23,19.0,2016
2060,0,2,25,0,41,40.0,2021
2061,0,2,21,0,37,18.058,2017
2063,1,1,58,0,48,5.499,2014
2064,1,0,0,0,25,136.8,2022
2065,1,1,322,0,16,50.0,2020
2066,0,2,29,0,43,23.25,2020
2068,1,1,218,0,26,78.4,2020
2070,0,2,12,36800,36,22.0,2018
2072,1,1,220,98950,34,124.9,2008
2073,1,1,208,69900,31,33.89,2013
2074,1,1,291,0,24,72.0,2020
2075,1,0,0,0,39,64.0,2022
2078,0,2,26,28500,23,22.0,2019
2079,0,2,19,0,28,20.0,2016
2080,1,1,93,31950,36,20.0,2016
2081,1,1,210,0,39,65.0,2016
2084,1,1,76,0,43,19.0,2016
2086,1,1,204,0,48,59.979,2019
2091,1,1,259,0,46,31.5,2020
2093,0,1,38,0,47,18.5,2015
2095,0,2,14,0,36,38.0,2016
2097,0,2,17,0,36,40.9,2020
2099,1,0,0,0,4,73.0,2021
2101,0,2,14,0,46,45.0,2016
2102,1,1,220,0,13,57.0,2019
2104,1,1,82,0,49,13.9,2016
2105,0,1,35,0,17,16.0,2012
